Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3,52,0,0,56,2,0.011403509,1,1311733918,LOW,May,2,2,1,14,Returning_Visitor,FALSE,TRUE
0,0,0,0,33,2,0,2,0,HIGH,May,2,5,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,2,0.015384615,1,0,LOW,May,2,10,7,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,3,0,LOW,May,3,3,4,4,Returning_Visitor,FALSE,FALSE
14,1730833333,3,424.5,115,3,0.005346832,1,0,LOW,May,2,2,2,6,Returning_Visitor,FALSE,FALSE
3,62,0,0,13,1,0,1,0,LOW,May,2,2,8,3,New_Visitor,FALSE,FALSE
3,37,0,0,53,2,0.001960784,1,0,LOW,May,3,2,1,1,Returning_Visitor,FALSE,FALSE
10,620952381,5,1307,131,3,0.001726619,0,0.761076259,LOW,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,159,3,0.005696203,1,0,NORMAL,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,2,0.018181818,2,0,HIGH,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
7,6583333333,0,0,7,2,0,1,0,LOW,May,2,4,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,3,0,0,0,LOW,May,3,2,4,6,New_Visitor,FALSE,FALSE
0,0,0,0,50,2,0,0,5322881633,LOW,May,4,1,3,2,New_Visitor,TRUE,TRUE
0,0,0,0,1,0,0.2,3,0,LOW,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,22,3,0,0,0,HIGH,May,3,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,1,0.1,3,0,LOW,May,2,4,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,1,0.046153846,2,0,LOW,May,2,5,3,3,Returning_Visitor,FALSE,FALSE
4,52,0,0,16,1,0,0,0,LOW,May,2,2,1,16,New_Visitor,FALSE,FALSE
2,5,0,0,3,0,0.053333333,3,0,HIGH,May,1,1,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,3,0,2,0,LOW,May,1,1,4,2,Returning_Visitor,TRUE,FALSE
1,7,0,0,20,3,0,1,3425336842,LOW,May,2,2,3,11,Returning_Visitor,FALSE,TRUE
0,0,0,0,14,3,0,0,0,LOW,May,2,2,1,4,Returning_Visitor,TRUE,FALSE
7,204.5,2,37,52,2,0.01754386,1,0,LOW,May,2,2,2,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,3,0.0375,3,0,LOW,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,2,0,2,0,LOW,May,3,2,9,2,Returning_Visitor,FALSE,FALSE
3,5233333333,5,81.5,23,3,0.001111111,2,1064805714,LOW,May,4,1,1,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,3,0,LOW,May,3,2,7,1,Returning_Visitor,FALSE,FALSE
11,498.9,3,1471666667,43,2,0.004081633,0,4759935374,LOW,May,1,2,4,5,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0,3,0,LOW,May,2,2,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,3,0,1,0,LOW,May,1,2,2,2,Returning_Visitor,FALSE,FALSE
1,13,0,0,14,3,0,1,0,LOW,May,2,2,1,3,New_Visitor,FALSE,FALSE
0,0,0,0,12,1,0,2,0,LOW,May,2,2,7,14,Returning_Visitor,FALSE,FALSE
0,0,0,0,38,2,0.002105263,2,0,NORMAL,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
4,101,0,0,14,3,0,0,0,LOW,May,3,2,4,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,29,3,0.013793103,1,0,LOW,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,0,0,1,0,LOW,May,2,10,6,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,0,0,2,0,NORMAL,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
0,0,1,3.5,13,1,0,0,0,LOW,May,3,2,4,2,Returning_Visitor,FALSE,FALSE
2,55,0,0,46,3,0.008888889,1,0,NORMAL,May,1,1,7,19,Returning_Visitor,FALSE,FALSE
6,1541.5,0,0,8,3,0,0,0,LOW,May,3,2,5,4,New_Visitor,TRUE,FALSE
0,0,0,0,20,2,0.01,3,0,NORMAL,May,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,1,0,2,0,LOW,May,2,4,3,1,Returning_Visitor,FALSE,FALSE
10,1971666667,0,0,35,2,0,0,3975577236,LOW,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
6,6677272727,1,83,62,2,0.005882353,0,1707978235,NORMAL,May,3,2,4,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,3,0,LOW,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
4,82,0,0,32,2,0.011764706,2,0,LOW,May,2,2,2,3,Returning_Visitor,TRUE,FALSE
1,65,0,0,65,2,0.0046875,1,538296875,NORMAL,May,3,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,3,0.016666667,2,0,LOW,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
5,86.5,0,0,68,2,0.010958904,1,0,HIGH,May,3,2,3,4,Returning_Visitor,FALSE,FALSE
2,105,0,0,19,3,0,0,0,LOW,May,3,2,3,2,New_Visitor,TRUE,FALSE
0,0,0,0,25,2,0.012,2,0,NORMAL,May,2,2,5,2,Returning_Visitor,FALSE,FALSE
2,37.5,0,0,10,3,0,2,0,LOW,May,3,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,3,0,0,0,LOW,May,2,4,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,0,0,3,0,LOW,May,2,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,3,0,0,0,LOW,May,1,1,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,0,0.05,3,0,LOW,May,3,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,1,0,1,97.98,LOW,May,1,1,4,2,New_Visitor,TRUE,TRUE
0,0,0,0,5,3,0,0,0,HIGH,May,2,2,9,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,3,0,1,0,LOW,May,2,2,7,1,Returning_Visitor,TRUE,FALSE
4,19.5,0,0,47,3,0.016326531,2,5466387755,HIGH,May,2,2,1,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,37,3,0.018018018,2,0,HIGH,May,2,2,1,13,Returning_Visitor,TRUE,FALSE
5,1966666667,0,0,94,2,0.003157895,0,0,LOW,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,3,0.0125,2,0,LOW,May,1,1,4,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,13,1,0.1,3,0,NORMAL,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
5,188,0,0,22,3,0,0,0,NORMAL,May,2,2,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,6,3,0,0,0,LOW,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
3,105,0,0,37,2,0.006766917,2,0,LOW,May,2,2,7,13,Returning_Visitor,FALSE,FALSE
4,91,2,39,16,2,0,0,3981885714,LOW,May,2,4,4,4,New_Visitor,FALSE,TRUE
0,0,0,0,5,3,0,1,0,LOW,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
1,28,0,0,115,2,0.001169591,0,0,LOW,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
6,1621071429,0,0,31,2,0.012121212,1,2977472727,LOW,May,2,5,1,2,New_Visitor,TRUE,FALSE
0,0,0,0,10,3,0.02,2,0,HIGH,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
1,37,0,0,23,1,0.053333333,3,0,LOW,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
6,6616666667,2,120,204,3,0.004807692,0,0,NORMAL,May,2,2,7,4,Returning_Visitor,FALSE,FALSE
6,128.5,0,0,68,3,0,0,0,HIGH,May,2,2,2,2,New_Visitor,FALSE,FALSE
0,0,0,0,7,3,0,0,0,LOW,May,3,2,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,40,3,0.008333333,1,0,HIGH,May,2,6,3,2,Returning_Visitor,FALSE,FALSE
7,2906666667,0,0,35,2,0.001754386,1,1268583158,LOW,May,2,2,2,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,12,3,0,0,0,LOW,May,2,5,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,0,0.2,3,0,NORMAL,May,3,2,4,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,23,3,0,1,0,HIGH,May,3,2,8,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,3,0,2,0,LOW,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,3,0,3,0,HIGH,May,2,4,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,3,0.033333333,1,0,NORMAL,May,3,2,6,1,Returning_Visitor,FALSE,FALSE
6,57.5,0,0,66,2,0.004109589,1,2097239726,LOW,May,2,2,1,6,Returning_Visitor,FALSE,TRUE
5,1020676923,2,16,142,3,0,0,1547720763,LOW,May,2,2,3,2,Returning_Visitor,TRUE,TRUE
4,60,0,0,33,3,0.015151515,2,0,NORMAL,May,2,1,7,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,3,0.056,3,0,LOW,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
14,578.5,2,913,31,3,0,0,2258886486,LOW,May,2,2,3,4,Returning_Visitor,TRUE,TRUE
2,38.5,2,15,50,2,0.002884615,0,1283705128,HIGH,May,3,2,4,3,Returning_Visitor,FALSE,FALSE
5,85,0,0,24,3,0.04,2,0,HIGH,May,3,2,3,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,3,0.04,3,0,LOW,May,2,2,6,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,3,0,1,0,LOW,May,2,2,6,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,24,3,0.051388889,3,0,LOW,May,2,2,1,11,Returning_Visitor,TRUE,FALSE
1,36,0,0,19,3,0,1,0,LOW,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
5,246.25,1,9,14,3,0.022222222,2,0,LOW,May,1,1,2,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,36,3,0,0,5310142857,LOW,May,2,2,6,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,3,0.028571429,3,0,HIGH,May,2,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,1,0,0,0,LOW,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,3,0.084210526,3,0,NORMAL,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,3,0.075,3,0,HIGH,May,2,4,9,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,3,0,LOW,May,1,1,4,2,New_Visitor,FALSE,FALSE
2,19,0,0,23,2,0.028571429,2,0,LOW,May,3,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,0,0.066666667,3,0,LOW,May,3,2,1,11,Returning_Visitor,FALSE,FALSE
0,0,0,0,48,3,0.020138889,2,0,LOW,May,3,2,2,13,Returning_Visitor,FALSE,FALSE
1,3,0,0,45,3,0.001086957,0,1812446087,LOW,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,1,31,41,2,0.01,0,0,LOW,May,3,2,2,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,3,0,1,0,LOW,May,2,2,1,4,Returning_Visitor,TRUE,FALSE
3,55,0,0,19,1,0,0,4954827273,LOW,May,2,2,4,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,3,0,0.066666667,3,0,HIGH,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,1,44,14,3,0,0,43252,NORMAL,May,2,4,1,2,New_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,3,0,NORMAL,May,2,4,6,6,Returning_Visitor,FALSE,FALSE
1,68,0,0,55,1,0.003636364,1,7291757576,LOW,May,1,1,1,1,Returning_Visitor,TRUE,FALSE
3,124,0,0,13,1,0,1,0,LOW,May,2,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,6,3,0.033333333,3,0,LOW,May,2,2,4,6,Returning_Visitor,TRUE,FALSE
1,29,2,149,11,3,0.014285714,2,1002085714,HIGH,May,3,2,1,4,Returning_Visitor,FALSE,TRUE
4,164,0,0,30,1,0,0,0,NORMAL,May,2,2,1,2,New_Visitor,FALSE,FALSE
4,3566666667,2,9,43,2,0,0,0,LOW,May,2,2,7,2,Returning_Visitor,TRUE,FALSE
1,8,0,0,28,1,0,0,0,HIGH,May,2,4,1,2,New_Visitor,FALSE,FALSE
0,0,2,47,32,3,0.068571429,3,0,LOW,May,3,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,31,1,0,2,0,LOW,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
8,1681666667,0,0,28,1,0.014285714,0,0,LOW,May,1,1,1,3,Returning_Visitor,TRUE,FALSE
12,331.3,0,0,206,3,0.001439737,0,2602377063,LOW,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,3,0.028571429,3,0,HIGH,May,2,6,1,2,Returning_Visitor,FALSE,FALSE
5,5483142857,6,448.5,102,3,0.00173913,0,0,LOW,May,2,2,1,4,Returning_Visitor,TRUE,FALSE
8,102,0,0,83,2,0,0,8212367816,LOW,May,4,1,7,4,New_Visitor,TRUE,TRUE
0,0,0,0,6,3,0.011111111,3,0,NORMAL,May,2,2,5,4,Returning_Visitor,FALSE,FALSE
3,166,0,0,2,0,0,1,0,HIGH,May,3,2,8,2,Returning_Visitor,FALSE,FALSE
1,45,0,0,22,3,0.01,2,0,LOW,May,2,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,18,3,0.022222222,3,0,LOW,May,2,2,6,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,0,0.02,2,0,LOW,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,3,0,LOW,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,52,2,0.006410256,2,0,LOW,May,2,6,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,22,3,0.047619048,2,25194,HIGH,May,2,2,3,4,Returning_Visitor,FALSE,TRUE
1,3.5,0,0,11,3,0,0,0,NORMAL,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
1,0,0,0,11,3,0,2,0,LOW,May,2,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,53,2,0.047479439,3,0,NORMAL,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,26,3,0.019230769,1,0,HIGH,May,3,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,3,0,1,0,LOW,May,2,4,1,5,Returning_Visitor,FALSE,FALSE
2,65.5,0,0,53,3,0.001851852,1,7530864691,LOW,May,2,2,8,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,0,0,3,0,LOW,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
4,38,0,0,6,0,0.006060606,2,0,HIGH,May,2,6,2,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,0,0,2,0,LOW,May,2,4,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,43,3,0,0,0,LOW,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,3,0.05,3,0,LOW,May,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0,3,0,LOW,May,2,2,1,5,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,3,0.044444444,3,0,NORMAL,May,2,5,1,3,Returning_Visitor,FALSE,FALSE
6,105,1,0,43,2,0.037878788,2,0,LOW,May,3,2,4,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,9,3,0,1,0,LOW,May,2,4,4,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,24,3,0.041666667,3,0,HIGH,May,3,3,3,4,Returning_Visitor,TRUE,FALSE
13,2289166667,1,10,64,3,0,0,2995465753,LOW,May,2,5,3,4,New_Visitor,TRUE,FALSE
8,249,1,3633333333,31,2,0,0,1808584615,LOW,May,2,4,5,5,New_Visitor,FALSE,TRUE
10,2364083333,3,118,313,3,0.002509267,0,6976504629,HIGH,May,2,2,3,2,Returning_Visitor,TRUE,FALSE
1,4.5,3,61,145,3,0.002688695,0,2353444628,HIGH,May,3,2,3,11,Returning_Visitor,TRUE,FALSE
0,0,0,0,17,3,0.00625,2,0,LOW,May,2,4,3,3,Returning_Visitor,FALSE,FALSE
3,135,0,0,25,3,0.008,1,0,LOW,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,2,13,4,1,0,2,0,LOW,May,1,8,4,6,Returning_Visitor,TRUE,FALSE
10,261.5,4,406,60,3,0.002857143,0,1371812571,NORMAL,May,3,2,3,6,Returning_Visitor,FALSE,FALSE
0,0,1,0,57,2,0.007017544,1,1716745965,HIGH,May,2,2,1,6,Returning_Visitor,FALSE,TRUE
0,0,0,0,18,3,0.105263158,3,0,HIGH,May,3,2,4,13,Returning_Visitor,TRUE,FALSE
0,0,0,0,25,3,0.032,3,0,HIGH,May,2,2,6,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,3,0.033333333,2,0,LOW,May,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,3,0,LOW,May,1,1,6,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,0,0,2,0,HIGH,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,1,0.066666667,3,0,HIGH,May,2,2,2,13,Returning_Visitor,FALSE,FALSE
2,98,0,0,20,3,0,0,0,LOW,May,2,5,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,3,0,2,0,LOW,May,4,2,8,3,Returning_Visitor,TRUE,FALSE
3,23,2,1016666667,85,2,0.002657807,0,0,HIGH,May,3,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,1,0,2,0,LOW,May,2,5,6,6,Returning_Visitor,TRUE,FALSE
5,18,1,9.5,17,3,0,0,0,LOW,May,2,2,2,6,Returning_Visitor,FALSE,FALSE
1,64,0,0,54,2,0.001282051,0,0,LOW,May,4,2,2,4,Returning_Visitor,FALSE,FALSE
2,23,0,0,97,2,0.008070175,0,0,LOW,May,2,5,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,3,0,2,0,LOW,May,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,28,2,0.007142857,2,1101942857,LOW,May,2,4,3,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0,3,0,NORMAL,May,2,2,6,1,Returning_Visitor,FALSE,FALSE
4,166.5,1,27,21,3,0.044,2,0,LOW,May,3,2,4,3,Returning_Visitor,FALSE,FALSE
2,74,0,0,30,2,0.006666667,0,161892,LOW,May,2,2,7,1,Returning_Visitor,TRUE,TRUE
1,42,0,0,10,1,0.022222222,0,0,LOW,May,3,2,8,15,New_Visitor,TRUE,FALSE
2,172,0,0,61,3,0.001111111,1,0,LOW,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
3,232.9,7,646,83,3,0.008888889,1,0,LOW,May,2,2,2,13,Returning_Visitor,FALSE,FALSE
3,176,0,0,21,3,0.009090909,2,0,NORMAL,May,1,1,2,3,Returning_Visitor,FALSE,FALSE
1,5,0,0,17,1,0,2,9297,LOW,May,2,4,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,1,0.054545455,3,0,LOW,May,2,2,1,1,Returning_Visitor,TRUE,FALSE
1,6,2,15,19,3,0.00952381,2,0,LOW,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
4,5666666667,0,0,21,3,0,1,0,LOW,May,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,22,3,0.00952381,1,0,LOW,May,3,2,3,13,Returning_Visitor,TRUE,FALSE
1,19,1,0,56,2,0.013793103,2,0,HIGH,May,2,2,3,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0.2,3,0,LOW,May,2,2,6,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,3,0,2,0,LOW,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
3,5233333333,0,0,2,1,0,2,0,LOW,May,2,2,7,3,New_Visitor,FALSE,FALSE
0,0,0,0,4,0,0.1,3,0,HIGH,May,2,5,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,18,1,0.030555556,2,0,HIGH,May,2,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,1,0.014285714,2,0,LOW,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,0,0,2,0,LOW,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
6,8946666667,1,32,81,2,0.001605136,0,2789977528,LOW,May,4,2,6,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,0,0.04,2,0,LOW,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,3,0,2,0,LOW,May,2,2,6,1,Returning_Visitor,FALSE,FALSE
1,9,0,0,11,1,0,1,79182,LOW,May,2,4,1,1,Returning_Visitor,FALSE,TRUE
3,111,0,0,25,3,0,0,0,LOW,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
3,120,0,0,5,1,0,0,0,LOW,May,3,3,4,2,New_Visitor,TRUE,FALSE
0,0,0,0,7,2,0,0,0,LOW,May,2,2,1,5,New_Visitor,FALSE,FALSE
0,0,0,0,5,1,0,3,0,HIGH,May,2,2,5,1,Returning_Visitor,TRUE,FALSE
9,1499333333,2,2666666667,67,2,0,0,0,LOW,May,1,1,2,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,34,3,0.020588235,2,0,HIGH,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
3,53.25,1,77,198,2,0,0,1197910693,LOW,May,4,1,5,1,Returning_Visitor,TRUE,TRUE
0,0,0,0,90,3,0.002222222,0,0,HIGH,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
2,60,6,459,17,2,0.02173913,2,0,LOW,May,1,1,6,1,Returning_Visitor,FALSE,FALSE
1,97,0,0,4,0,0,0,0,LOW,May,2,2,6,6,New_Visitor,FALSE,FALSE
2,21,0,0,27,1,0.007142857,0,0,HIGH,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,0,0.04,2,0,NORMAL,May,2,5,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,27,3,0.051190476,3,0,HIGH,May,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,11,3,0,1,0,LOW,May,2,2,7,4,New_Visitor,TRUE,FALSE
5,497.75,1,10,51,3,0,1,1535760339,LOW,May,2,2,1,5,Returning_Visitor,FALSE,TRUE
0,0,0,0,20,2,0.005,0,0,HIGH,May,2,4,4,2,Returning_Visitor,FALSE,FALSE
5,65,0,0,48,2,0,0,0,LOW,May,2,5,7,3,Returning_Visitor,FALSE,FALSE
3,149,0,0,25,2,0.014814815,1,0,LOW,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
5,316.8,0,0,26,2,0.014285714,1,5981166667,LOW,May,3,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,3,0,0,0,LOW,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
3,49.75,0,0,59,3,0,0,0,LOW,May,3,2,7,11,New_Visitor,FALSE,FALSE
2,74.5,0,0,22,3,0,0,0,LOW,May,1,1,7,4,Returning_Visitor,FALSE,FALSE
3,40,0,0,19,3,0.008333333,2,12.18,HIGH,May,1,1,4,3,Returning_Visitor,FALSE,TRUE
3,65.5,2,12,39,2,0.00952381,2,1499642857,LOW,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
9,233.5,2,102,81,2,0.001149425,0,0,LOW,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
1,41,0,0,37,2,0,1,15249,NORMAL,May,2,6,1,3,Returning_Visitor,FALSE,TRUE
0,0,1,18,85,2,0.003069054,2,0,HIGH,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,3,0.015384615,2,0,NORMAL,May,2,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,1,0,1,0,LOW,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,1,18,36,3,0.032432432,2,0,HIGH,May,1,1,7,3,Returning_Visitor,TRUE,FALSE
2,1496666667,0,0,4,3,0,1,0,LOW,May,3,2,6,5,New_Visitor,FALSE,FALSE
0,0,0,0,44,1,0.06,3,0,HIGH,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,3,0,1,0,LOW,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,3,0,LOW,May,2,10,3,4,Returning_Visitor,TRUE,FALSE
4,172,0,0,11,1,0.033333333,2,0,LOW,May,2,2,1,6,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,0,0.066666667,3,0,NORMAL,May,2,12,8,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,3,0,2,0,LOW,May,2,2,1,5,New_Visitor,FALSE,FALSE
0,0,2,163,62,3,0.003225806,0,9311854839,LOW,May,2,2,5,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,11,3,0,2,0,LOW,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
5,158,0,0,56,2,0.003389831,0,1024598305,LOW,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,1,0,2,0,HIGH,May,4,1,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,1,0,2,0,HIGH,May,4,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,1,0,2,0,LOW,May,4,2,4,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,3,0.015384615,2,0,LOW,May,1,1,3,4,Returning_Visitor,FALSE,FALSE
7,134,2,196,11,3,0.0125,2,0,LOW,May,2,5,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,1,0,2,0,LOW,May,4,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,3,0.0875,3,0,NORMAL,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
1,26,2,33,6,0,0,1,0,NORMAL,May,1,1,3,4,Returning_Visitor,FALSE,FALSE
1,38,2,20,57,2,0.004,1,0,HIGH,May,2,2,4,2,Returning_Visitor,TRUE,FALSE
0,0,1,55,63,3,0,0,22088,LOW,May,2,2,1,5,New_Visitor,FALSE,TRUE
0,0,0,0,22,3,0.047619048,2,0,HIGH,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
4,26,0,0,18,3,0,0,0,LOW,May,2,2,5,3,New_Visitor,TRUE,FALSE
1,57,3,59.5,15,3,0,0,0,LOW,May,2,2,1,1,Returning_Visitor,TRUE,FALSE
2,33,0,0,22,3,0,1,0,HIGH,May,3,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0.2,3,0,HIGH,May,3,2,3,3,Returning_Visitor,FALSE,FALSE
3,314.5,0,0,22,2,0,0,0,LOW,May,2,4,2,2,New_Visitor,FALSE,FALSE
2,1066666667,0,0,34,3,0.017142857,2,0,LOW,May,3,2,4,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0,3,0,LOW,May,2,2,1,3,Returning_Visitor,FALSE,FALSE
